58,字谜：十个哥哥，（猜一字）答案：
59,字谜：三口重叠，莫把品字猜，（猜一字）答案：
60,字谜：三张纸，（猜一字）答案：
61,字谜：上下串通，（猜一字）答案：
62,字谜：上下难分，（猜一字）答案：
63,字谜：雷不雨，（猜一字）答案：
64,字谜：大丈夫不得出头，（猜一字）答案：
65,字谜：雨落在横山上，（猜一字）答案：
66,字谜：小姑娘，（猜一字）答案：
67,字谜：山上复山，（猜一字）答案：出，
68,字谜：不要讲话，（猜一字）答案：
69,字谜：互吻，（猜一字）答案：
70,字谜：五十对耳朵，（猜一字）答案：
71,字谜：五口之家，旁种一树，（猜一字）答案：
72,字谜：六十不足，八十有余，（猜一字）答案：
73,字谜：公而忘私，（猜一字）答案：
74,字谜：反比，（猜一字）答案：
75,字谜：天上无二，合去一口，家家都有，（猜一字）答案：
76,字谜：天天，（猜一字）答案：
77,字谜：夫人何处去，（猜一字）答案：
78,字谜：太阳西边下，月儿东边挂，（猜一字）答案：
79,字谜：心如刀刺，（猜一字）答案：
80,字谜：手提包，（猜一字）答案：
81,字谜：文武两全，（猜一字）答案：
82,字谜：日复一日，（猜一字）答案：
83,字谜：水上工程，（猜一字）答案：
84,字谜：付出爱心，（猜一字）答案：
85,字谜：兄有债，（猜一字）答案：
86,字谜：半个人，（猜一字）答案：
87,字谜：半个月亮，（猜一字）答案：
88,字谜：半真半假，（猜一字）答案：
89,字谜：古时候的月亮，（猜一字）答案：
90,字谜：左有十八，右有十八，二四得八，一八得八，（猜一字）答案：
91,字谜：打断念头，（猜一字）答案：
92,字谜：正字少一横，不作止字猜，（猜一字）答案：
93,字谜：田中，（猜一字）答案：
94,字谜：休要丢人现眼，（猜一字）答案：
95,字谜：多一半，（猜一字）答案：
96,字谜：如箭在弦，（猜一字）答案：
97,字谜：旭日东升，（猜一字）答案：
98,字谜：有心得志，（猜一字）答案：
99,字谜：有目共睹，（猜一字）答案：
100,字谜：有两个动物，一个在水里，一个在山上，（猜一字）答案：
101,字谜：休要丢人现眼（打一字）
102,字谜：学生学字，（猜一字）答案：
103,字谜：学子远去，又见归来（打一字）
104,字谜：血盆（打一字）――
105,字谜：驯狗者，（猜一字）答案：
106,字谜：烟村四五家。（打一字）
107,字谜：烟缸。（打一字）
108,字谜：严守机密。（打一字）
109,字谜：言出必行。（打一字）
110,字谜：言及之而不言。（打一字）
111,字谜：言字旁（打一字）：
112,字谜：阎罗王，（猜一字）答案：
113,字谜：眼花缭乱。（打一字）
114,字谜：眼看田上长青草（打一字）
115,字谜：雁群低飞水田旁。（打一字）
116,字谜：洋婆子，（猜一字）答案：
117,字谜：养猪专业户（打一字）
118,字谜：遥指红楼是妾家（打一字）。
119,字谜：野火烧不尽。（打一字）
120,字谜：野径无人草丛生。（打一字）
121,字谜：夜里十一点前后。（打一字）
122,字谜：一半儿，（猜一字）答案：
123,字谜：一边是红，一边是绿，一边喜风，一边喜雨，（猜一字）答案：
124,字谜：一边是水，一边是山，（猜一字）答案：
125,字谜：一边一点。（打一字）
126,字谜：一边有水一边干。（打一字）
127,字谜：一出头就长角（打一字）
128,字谜：一点一点得知（打一字）。
129,字谜：一点一点落实。（打一字）
130,字谜：一点一横长，一撇到南洋，南洋有个人，只有一寸长，（猜一字）答案：
131,字谜：一对红。（打一字）
132,字谜：一个加一个。（打一字）
133,字谜：一根木棍，吊个方箱，一把梯子，搭在中央，（猜一字）答案：
134,字谜：一钩残月伴叁星（打一字）
135,字谜：一贯用心习以为常。（打一字）
136,字谜：一加一不是二。（打一字）
137,字谜：一家加两点。（打一字）
138,字谜：一家十一口（打一字）
139,字谜：一家一口。（打一字）
140,字谜：一家有七口，种田种一亩，自己吃不够，还养一条狗，（猜一字）答案：
141,字谜：一减一不是零。（打一字）
142,字谜：一箭穿心（打一字）：
143,字谜：一口吃掉牛尾巴（打一字）
144,字谜：一口咬破衣（打一字）。
145,字谜：一口咬去多半截。（打一字）
146,字谜：一来就有徒弟。（打一字）
147,字谜：一撇。（打一字）
148,字谜：一撇划了三寸长。（打一字）
149,字谜：一曲高歌夕阳下（打一字）
150,字谜：一人背张弓（打一字）
151,字谜：一人比两人高。（打一字）
152,字谜：一人挑两小人，（猜一字）答案：
153,字谜：一时缺十分。（打一字）
154,字谜：一无所获。（打一字）
155,字谜：一心向上。（打一字）
156,字谜：一心向上。（打一字）
157,字谜：一心依赖实为惰。（打一字）
158,字谜：一夜又一夜（打一字）
159,字谜：一人 ，（猜一字）答案：
160,字谜：一口咬定，猜一字，。答案是： 
161,字谜：一斗米，猜一个字，。答案是：
162,字谜：一月七日，猜一个字，。答案是：
163,字谜：一加一，猜一字，。答案是： 
164,字谜：一字十三点，难在如何点 ，猜一个字，。答案是：
165,字谜：一百减一 ，（猜一字）答案：
166,字谜：一个人搬两个土 ，（猜一字）答案：
167,字谜：一个礼拜 ，（猜一字）答案：
168,字谜：一只牛，猜一个字，。答案是：
169,字谜：九只鸟，猜一个字，。答案是：
170,字谜：九号，猜一字，。答案是： 
171,字谜：九辆车，猜一个字，。答案是：
172,字谜：九点，猜一字，。答案是：
173,字谜：人不在其位 ，（猜一字）答案：
174,字谜：八十八 ，（猜一字）答案：
175,字谜：刀出鞘，猜一字，。答案是：
176,字谜：十一个读书人 ，（猜一字）答案：
177,字谜：十二点 ，（猜一字）答案：
178,字谜：十日十月（武昌起义），猜一字，。答案是：
179,字谜：十个哥哥 ，（猜一字）答案：
180,字谜：三口重叠，莫把品字猜，猜一个字，。答案是：
181,字谜：三张纸，猜一个字，。答案是：
182,字谜：上下难分，猜一字，。答案是：
183,字谜：雷不雨，猜一字，。答案是：
184,字谜：小姑娘，猜一个字，。答案是：
185,字谜：互吻，猜一字，。答案是： 
186,字谜：五十对耳朵 ，（猜一字）答案：
187,字谜：五口之家，旁种一树，猜一个字，。答案是：
188,字谜：六十不足，八十有余，猜一字，。答案是：
189,字谜：公而忘私，猜一字，。答案是：
190,字谜：反比，猜一个字，。答案是：
191,字谜：天上无二，合去一口，家家都有，猜一字，。答案是：
192,字谜：天天，猜一个字，。答案是：
193,字谜：太阳西边下，月儿东边挂，猜一字，。答案是：
194,字谜：心如刀刺，猜一字，。答案是： 
195,字谜：手提包，猜一个字，。答案是：
196,字谜：文武两全，猜一字，。答案是： 
197,字谜：日复一日，猜一字，。答案是：
198,字谜：兄有债，猜一字，。答案是： 
199,字谜：半个人，猜一个字，。答案是：
200,字谜：打断念头，猜一字，。答案是：
201,字谜：正字少一横，不作止字猜，猜一个字，。答案是：
202,字谜：田中，猜一字，。答案是：
203,字谜：多一半，猜一字，。答案是： 
204,字谜：如箭在弦，猜一字，。答案是： 
205,字谜：旭日东升，猜一字，。答案是：
206,字谜：有目共睹 ，（猜一字）答案：
207,字谜：有两个动物，一个在水里，一个在山上 ，猜一个字，。答案是：
208,字谜：圣旨 （打一字）
209,字谜：失去凡心 （打一字）
210,字谜：失之交臂 （打一字）
211,字谜：湿柴 （打）一字
212,字谜：十八相送泪两行 （打一字）
213,字谜：十滴水 （打一字）
214,字谜：十对十 （打一字）
215,字谜：十二寸 （打一字）
216,字谜：十二点动身 （打一字）
217,字谜：十二点方到 （打一字）
218,字谜：一加一 （打一字）
219,字谜：十分高大 （打一字）
220,字谜：十分佩服 （打一字）
221,字谜：十分体贴 （打一字）
222,字谜：十分先进 （打一字）
223,字谜：十分小心 （打一字）
224,字谜：十分有权 （打一字）
225,字谜：十个哥哥 （打一字）
226,字谜：十加十 （打一字）
227,字谜：十口之家户不满 （打一字）
228,字谜：十两一斤 （打一字）
229,字谜：十辆空车 （打一字）
230,字谜：十六两多一点 （打一字）
231,字谜：十人之下 （打一字）
232,字谜：十日水来 （打一字）
233,字谜：十日谈 （打一字）
234,字谜：十三点 （打一字）
235,字谜：十五日 （打一字）
236,字谜：十五天 （打一字）
237,字谜：十一点进厂 （打一字）
238,字谜：十月十日成一家 （打一字）
239,字谜：石八横九直，加起来三直，字谜，打一字。 （打一字）
240,字谜：石出头，不是右。 （打一字）
241,字谜：石化厂兜一圈 （打一字）
242,字谜：石头成堆 （打一字）
243,字谜：时差一天 （打一字） 时差一
244,字谜：时代最前列 （打一字）
245,字谜：时到日落人方归 （打一字）
246,字谜：一口咬掉牛尾巴――打一字 谜底：
247,字谜：鸡蛋掉在地毯上――打一地名 谜底：巴基斯
248,字谜：冰雪消融――打一城市名：开
249,字谜：斩草除根――打一字：
250,字谜：风儿吐舌头，猜一个字；答案是：
251,字谜：飞砂走石，猜一字；答案是：
252,字谜：乘人不备，猜一字；答案是：
253,字谜：值钱不值钱，全在这两点，猜一个字；答案是：
254,字谜：唐老鸭退役，猜一个字；答案是：
255,字谜：家中兄长多，一门共八个，猜一字；答案是：
256,字谜：家书，猜一字；答案是：
257,字谜：家乡话，猜一字；答案是：
258,字谜：徒弟，猜一字；答案是：
259,字谜：拿不出手，猜一字；答案是：
260,字谜：旅行坐飞机，猜一字；答案是：
261,字谜：真心相伴，猜一字；答案是：
262,字谜：真丢人，猜一字；答案是：
263,字谜：真情指数，猜一个字；答案是：
264,字谜：缺钱啦，猜一个字；答案是：
265,字谜：草上飞，猜一字；答案是：
266,字谜：草木之中有个人，猜一个字；答案是：
267,字谜：起死回生，猜一个字；答案是：
268,字谜：酒中没有水，简直活见鬼，猜一字；答案是：
269,字谜：酒肉朋友，猜一个字；答案是：
270,字谜：饥荒，猜一个字；答案是：
271,字谜：乾燥剂，猜一个字；答案是：
272,字谜：接吻，猜一个字；答案是：
273,字谜：斩草不除根，猜一字；答案是：
274,字谜：欲言又止，猜一个字；答案是：
275,字谜：欲话无言听流水，猜一字；答案是：
276,字谜：欲罢不能，猜一字；答案是：
277,字谜：添丁进口，猜一字；答案是：
278,字谜：猜酒拳，猜一字；答案是：
279,字谜：眼看田上长青草，猜一字；答案是：
280,字谜：四个人搬个木头 ，猜一个字。答案是：
281,字谜：一人 ，猜一个字。答案是：
282,字谜：一人一张口，口下长只手，猜一字。答案是：
283,字谜：一人在内，猜一字。答案是：
284,字谜：一人挑两小人，猜一字。答案是：
285,字谜：一人腰上挂把弓，猜一字。答案是：
286,字谜：一口吃掉牛尾巴，猜一个字。答案是：
287,字谜：一口咬定，猜一字。答案是： 
288,字谜：一大二小，猜一个字。答案是：
289,字谜：一斗米，猜一个字。答案是：
290,字谜：一月七日，猜一个字。答案是：
291,字谜：一加一，猜一字。答案是： 
292,字谜：一半儿，猜一个字。答案是：
293,字谜：一字十三点，难在如何点 ，猜一个字。答案是：
294,字谜：一百减一 ，猜一个字。答案是：
295,字谜：一夜又一夜，猜一字。答案是：
296,字谜：一个人搬两个土 ，猜一个字。答案是：
297,字谜：一个礼拜 ，猜一个字。答案是：
298,字谜：一家十一口，猜一字。答案是：
299,字谜：一家有七口，种田种一亩，自己吃不够，还养一条狗 ，猜一个字。答案是：
300,字谜：一根木棍，吊个方箱，一把梯子，搭在中央 ，猜一个字。答案是：
301,字谜：一只牛，猜一个字。答案是：
302,字谜：一只狗四个口，猜一个字。答案是：
303,字谜：一一箭穿心，猜一字。答案是：
304,字谜：一点一横长，一撇到南洋，南洋有个人，只有一寸长，猜一个字。答案是：
305,字谜：一边是水，一边是山，猜一个字。答案是：
306,字谜：一边是红，一边是绿，一边喜风，一边喜雨，猜一个字。答案是：
307,字谜：七人八只眼，猜一个字。答案是：
308,字谜：七人头上长了草，猜一字。答案是：
309,字谜：七十二小时，猜一个字。答案是：
310,字谜：七个人有八只眼，十人亦有八只眼，西洋人也眼八只，家母同样眼八只，猜四个字。答案是：货真价
311,字谜：曙光照首都 （打一字） ―― 谜底： 
312,字谜：九只鸟，猜一个字。答案是：
313,字谜：九号，猜一字。答案是： 
314,字谜：九辆车，猜一个字。答案是：
315,字谜：九点，猜一字。答案是：
316,字谜：二八佳人 ，猜一个字。答案是：
317,字谜：二小姐 ，猜一个字。答案是：
318,字谜：二兄弟，各自立 ，猜一个字。答案是：
319,字谜：人不在其位 ，猜一个字。答案是：
320,字谜：人有他则变大，猜一个字。答案是：
321,字谜：人我不分，猜一个字。答案是：
322,字谜：人都到了 ，猜一个字。答案是：
323,字谜：人无寸铁，猜一个字。答案是：
324,字谜：人无信不立，猜一字。答案是：
325,字谜：八十八 ，猜一个字。答案是：
326,字谜：八兄弟同赏月，猜一个字。答案是：
327,字谜：刀出鞘，猜一字。答案是：
328,字谜：十一个读书人 ，猜一个字。答案是：
329,字谜：十二点 ，猜一个字。答案是：
330,字谜：十三点 ，猜一个字。答案是：
331,字谜：十五人，猜一字。答案是：
332,字谜：十五天 ，猜一个字。答案是：
333,字谜：十元买早餐，八元买豆干 ，猜一个字。答案是：
334,字谜：十月十日，猜一字。答案是：
335,字谜：十月十日，猜一个字。答案是：
336,字谜：十字架下三个人，猜一个字。答案是：
337,字谜：十字对十字，太阳对月亮，猜一个字。答案是：
338,字谜：十个哥哥 ，猜一个字。答案是：
339,字谜：三人两口一匹马，猜一字。答案是：
340,字谜：三口重叠，莫把品字猜，猜一个字。答案是：
341,字谜：三张纸，猜一个字。答案是：
342,字谜：上下合，猜一个字。答案是：
343,字谜：上下串通，猜一个字。答案是：
344,字谜：上下难分，猜一字。答案是：
345,字谜：久雷不雨，猜一字。答案是：
346,字谜：千言万语，猜一字。答案是：
347,字谜：千里姻缘一线牵 ，猜一个字。答案是：
348,字谜：土上有竹林，土下一寸金，猜一个字。答案是：
349,字谜：大人挑小人 ，猜一个字。答案是：
350,字谜：大丈夫不得出头，猜一个字。答案是：
351,字谜：大有头，中无心，小全身 ，猜一个字。答案是：
352,字谜：大雨落在横山上，猜一字。答案是：
353,字谜：小姑娘，猜一个字。答案是：
354,字谜：山上复又山，猜一个字。答案是：出，
355,字谜：不要讲话，猜一个字。答案是：
356,字谜：不讲理的人，猜一字。答案是： 
357,字谜：中心一点口不见，猜一个字。答案是：
358,字谜：中秋夜乌云密布，猜一字。答案是： 
359,字谜：中国话，猜一个字。答案是：
360,字谜：互吻，猜一字。答案是： 
361,字谜：人言不作信字猜 （打一字） ―― 谜底： 
362,字谜：七嘴八舌 （打一字） ―― 谜底： 
363,字谜：扫平高家庄 （打一字） ―― 谜底： 
364,字谜：轻烟薄雾笼山峰 （打一字） ―― 谜底： 
365,字谜：仁智之乐 （打一字） ―― 谜底： 
366,字谜：破镜重圆 （打一字） ―― 谜底： 
367,字谜：乃正负之比耳 （打一字） ―― 谜底： 
368,字谜：明月出天上 （打一字） ―― 谜底： 
369,字谜：个个见了笑 （打一字） ―― 谜底： 
370,字谜：一无所获 （打一字） ―― 谜底： 
371,字谜：言出必行 （打一字） ―― 谜底： 
372,字谜：千里来人会千金 （打一字） ―― 谜底： 
373,字谜：一大一小，一跑一跳，一个食人，一个吃草 （打一字） ―― 谜底： 
374,字谜：事事如意 （打一字） ―― 谜底： 
375,字谜：去掉偏见二字，人才脱颖而出 （打一字） ―― 谜底： 
376,字谜：报喜不报忧 （打一字） ―― 谜底： 
377,字谜：半屏山山外有山 （打一字） ―― 谜底： 
378,字谜：一错再错 （打一字） ―― 谜底： 
379,字谜：人要站好，手要伸直 （打一字） ―― 谜底： 
380,字谜：没有哥哥 （打一字） ―― 谜底： 
381,字谜：一直一个样 （打一字） ―― 谜底： 
382,字谜：一胎喜得两千金 （打一字） ―― 谜底： 
383,字谜：前前后后弄得好 （打一字） ―― 谜底： 
384,字谜：提前一天超额 （打一字） ―― 谜底： 
385,字谜：左十八，右十八，国家建设需要它 （打一字） ―― 谜底： 
386,字谜：一年三季总成章 （打一字） ―― 谜底： 
387,字谜：荣辱半生归乡下 （打一字） ―― 谜底： 
388,字谜：女儿泪两行 （打一字） ―― 谜底： 
389,字谜：年终岁尾不缺鱼米 （打一字） ―― 谜底： 
390,字谜：人以食为天 （打一字） ―― 谜底： 
391,字谜：缺一点良心 （打一字） ―― 谜底： 
392,字谜：目字加两点，别做贝字猜 （打一字） ―― 谜底： 
393,字谜：苗根有变化 （打一字） ―― 谜底： 
394,字谜：减去一个，孤单一人，加上一个，成伙成群 （打一字） ―― 谜底： 
395,字谜：一勾新月伴三星 （打一字） ―― 谜底： 
396,字谜：一根棍子地上敲，两只跳蚤左右跳 （打一字） ―― 谜底： 
397,字谜：十对十 （打一字） ―― 谜底： 
398,字谜：身居村中 （打一字） ―― 谜底： 
399,字谜：人说多子为好，我说少生为妙 （打一字） ―― 谜底： 
400,字谜：牛之头，虎之尾，猜不着，别多嘴 （打一字） ―― 谜底： 
401,字谜：两划一大，两划一小 （打一字） ―― 谜底： 
402,字谜：先先后后 （打一字） ―― 谜底： 
403,字谜：不似春光胜似春光 （打一字） ―― 谜底： 
404,字谜：前前后后都要放在心上 （打一字） ―― 谜底： 
405,字谜：旁若无人，里应外合 （打一字） ―― 谜底： 
406,字谜：牛羊成群 （打一字） ―― 谜底： 
407,字谜：关云长刮骨疗伤 （打一字） ―― 谜底： 
408,字谜：男宾止步 （打一字） ―― 谜底： 
409,字谜：轩窗外，小河旁，炊烟袅袅 （打一字） ―― 谜底： 
410,字谜：上下同义不同样 （打一字） ―― 谜底： 
411,字谜：三八集体 （打一字） ―― 谜底： 
412,字谜：私设公堂 （打一字） ―― 谜底： 
413,字谜：说话有力 （打一字） ―― 谜底： 
414,字谜：士气 （打一字） ―― 谜底： 
415,字谜：有心得志 （打一字） ―― 谜底： 
416,字谜：多一半 （打一字） ―― 谜底： 
417,字谜：二十三加八十一 （打一字） ―― 谜底： 
418,字谜：二人同行，后不见店，前不见村 （打一字） ―― 谜底： 
419,字谜：半对半对，凑成一对 （打一字） ―― 谜底： 
420,字谜：霸王进兵 （打一字） ―― 谜底： 
421,字谜：八一下加二 猜一个字 。答案：
422,字谜：八月二十三聚会 猜一个字 。答案：
423,字谜：八月十五 猜一个字 。答案：
424,字谜：八月天气帝王相 猜一个字 。答案：
425,字谜：八月珠桥江水流 猜一个字 。答案：
426,字谜：八字桥头水平流 猜一个字 。答案：
427,字谜：巴山夜雨涨秋池 猜一个字 。答案：
428,字谜：巴蜀乡音 猜一个字 。答案：
429,字谜：跋前序后 猜一个字 。答案：
430,字谜：霸王自刎 猜一个字 。答案：
431,字谜：白帝城 猜一个字 。答案：
432,字谜：白帝城 猜一个字 。答案：
433,字谜：白帝城 猜一个字 。答案：
434,字谜：白帆半挂依疏柳 猜一个字 。答案：
435,字谜：白帆一片桅边悬 猜一个字 。答案：
436,字谜：白鸡 猜一个字 。答案：
437,字谜：白马河边 猜一个字 。答案：
438,字谜：白前当归木耳 猜一个字 。答案：
439,字谜：白日依山尽 猜一个字 。答案：
440,字谜：半耕半读 猜一个字 。答案：
441,字谜：白首同归 猜一个字 。答案：
442,字谜：白首偕老同心结 猜一个字 。答案：
443,字谜：白首雄心向未来 猜一个字 。答案：
444,字谜：白首一先生 猜一个字 。答案：
445,字谜：白头，掉尾格 猜一个字 。答案：
446,字谜：白头到老记前情 猜一个字 。答案：
447,字谜：白头到老一甲子 猜一个字 。答案：
448,字谜：白头的我 猜一个字 。答案：
449,字谜：白头老干心不老 猜一个字 。答案：
450,字谜：白头翁 猜一个字 。答案：
451,字谜：画中悬玉兔，笔底洒流星 （打一字） ―― 谜底： 
452,字谜：后半段先写，前半段后写 （打一字） ―― 谜底： 
453,字谜：好象不为自己，其实虚情假意 （打一字） ―― 谜底： 
454,字谜：来人正是蓬莱客 （打一字） ―― 谜底： 
455,字谜：避乱江东度此生 （打一字） ―― 谜底： 
456,字谜：学子远去，又见归来 （打一字） ―― 谜底： 
457,字谜：此字八横又八开，十问孔子也不知 （打一字） ―― 谜底： 
458,字谜：二人手拉手，钢丝绳上走 （打一字） ―― 谜底： 
459,字谜：用米做酒只需一天 （打一字） ―― 谜底： 
460,字谜：一人一口一只手 （打一字） ―― 谜底： 
461,字谜：任你横冲直撞，我要四面包围 （打一字） ―― 谜底： 
462,字谜：上面正差一点，下面少丢一点 （打一字） ―― 谜底： 
463,字谜：千里之行始于足下 （打一字） ―― 谜底： 
464,字谜：一心只图翻身 （打一字） ―― 谜底： 
465,字谜：双手一挥，说声再见 （打一字） ―― 谜底： 
466,字谜：兔遁吴刚走，嫦娥下凡尘 （打一字） ―― 谜底： 
467,字谜：左边一千少一些，右边一万多一点 （打一字） ―― 谜底： 
468,字谜：有位叔叔一只眼，大事小事都爱管 （打一字） ―― 谜底： 
469,字谜：四面不透风，里面刺骨寒 （打一字） ―― 谜底： 
470,字谜：一心依赖实为惰 （打一字） ―― 谜底： 
471,字谜：左边缺点水，右边满是水 （打一字） ―― 谜底： 
472,字谜：说不叫说，拿不叫拿 （打一字） ―― 谜底： 
473,字谜：水天相连 （打一字） ―― 谜底： 
474,字谜：双木不成林 （打一字） ―― 谜底： 
475,字谜：一字九横六直，几个学生不知，一块去问老师，老师想了三日 （打一字） ―― 谜底： 
476,字谜：一心向上 （打一字） ―― 谜底： 
477,字谜：撇开本人集会散 （打一字） ―― 谜底： 
478,字谜：移左边到右边 （打一字） ―― 谜底： 
479,字谜：伊丽莎白 （打一字） ―― 谜底： 
480,字谜：一字不出头 （打一字） ―― 谜底： 
481,字谜：斩草除根 （打一字） ―― 谜底： 
482,字谜：半字写下 （打一字） ―― 谜底： 
483,字谜：一知半晓，心计不少 （打一字） ―― 谜底： 
484,字谜：出口服装 （打一字） ―― 谜底： 
485,字谜：只是近黄昏 （打一字） ―― 谜底： 
486,字谜：一直下去是上海 （打一字） ―― 谜底： 
487,字谜：入门尽是弹冠客 （打一字） ―― 谜底： 
488,字谜：瞪着眼睛瞧，看看都不少 （打一字） ―― 谜底： 
489,字谜：菜田浇水除草 （打一字） ―― 谜底： 
490,字谜：一只广锅炒黄豆，铲穿锅子不会漏 （打一字） ―― 谜底： 
491,字谜：不学无术 （打一字） ―― 谜底： 
492,字谜：山字尖对尖，四口紧相连，老王当中坐，双日分两边 （打一字） ―― 谜底： 
493,字谜：书香人家 （打一字） ―― 谜底： 
494,字谜：坤角青衣 （打一字） ―― 谜底： 
495,字谜：刀枪并列 （打一字） ―― 谜底： 
496,字谜：一直两点，两点一直 （打一字） ―― 谜底： 
497,字谜：左边加一是一千，左边减一是一千 （打一字） ―― 谜底： 
498,字谜：一语道破 （打一字） ―― 谜底： 
499,字谜：一有就要 （打一字） ―― 谜底： 
500,字谜：一衣带水国相邻 （打一字） ―― 谜底： 
